burst,frame_slot,magnitude_packed_px
007_0539,6,0.22534695471649932
007_0539,7,1.0789172813520043
007_0539,8,1.3258252147247767
007_0539,9,1.2405895775799505
007_0539,10,1.8582585934148133
007_0539,11,0.40019526483955303
007_0539,12,0.7525996611745185
007_0539,13,0.3125
007_0541,1,0.2576941016011038
007_0541,2,0.25
007_0541,3,0.3535533905932738
007_0541,4,0.4881406047441659
007_0541,5,1.0097184013377194
007_0541,6,0.13975424859373686
007_0541,7,1.2374368670764582
007_0541,8,1.5774286830154953
007_0541,9,0.9702609185162515
007_0541,10,0.7730823048033113
007_0541,11,0.08838834764831845
007_0541,12,1.1127808634228036
007_0541,13,1.207075494739248
007_0544,1,0.2795084971874737
007_0544,2,0.13975424859373686
007_0544,3,0.6903350635742038
007_0544,4,0.4881406047441659
007_0544,5,0.6373774391990981
007_0544,6,0.5340002340823456
007_0544,7,0.8948638164547721
007_0544,8,0.6987712429686843
007_0544,9,0.7126096406869612
007_0544,10,1.1490485194281397
007_0544,11,0.875
007_0544,12,1.034559084827928
007_0544,13,1.6213902213841058
007_0505,1,0.7288689868556626
007_0505,2,0.7126096406869612
007_0505,3,1.2823927830426995
007_0505,4,0.8500919067959652
007_0505,5,1.459077191241094
007_0505,6,1.6298006013006623
007_0505,7,2.2647088664991797
007_0505,8,2.5510414539948187
007_0505,9,3.676891520020682
007_0505,10,3.6763602924631855
007_0505,11,3.2625957840345468
007_0505,12,3.2769316822295824
007_0505,13,2.1009670392464512
007_0506,1,1.0643366478704002
007_0506,2,0.7525996611745185
007_0506,3,0.5929270612815711
007_0506,4,0.7603453162872774
007_0506,5,1.0077822185373186
007_0506,6,0.5762215285808054
007_0506,7,1.0077822185373186
007_0506,8,0.5896238207535377
007_0506,9,0.6434768838116876
007_0506,10,0.6987712429686843
007_0506,11,1.0625
007_0506,12,1.034559084827928
007_0506,13,0.9882117688026185
007_0509,1,0.5929270612815711
007_0509,2,0.4881406047441659
007_0509,3,0.7603453162872774
007_0509,4,0.8338540040078959
007_0509,5,0.7525996611745185
007_0509,6,0.6987712429686843
007_0509,7,0.5659615711335886
007_0509,8,1.2577882373436318
007_0509,9,1.5013015186830392
007_0509,10,1.7001838135919305
007_0509,11,1.118033988749895
007_0509,12,1.0752906583803283
007_0509,13,1.1490485194281397
007_0512,1,0.5659615711335886
007_0512,2,1.4577379737113252
007_0512,3,1.2405895775799505
007_0512,4,1.453712918701626
007_0512,5,1.1792476415070754
007_0512,6,2.3259742582410494
007_0512,7,1.3375584099395434
007_0512,8,4.502169615863001
007_0512,9,0.19764235376052372
007_0512,10,0.19764235376052372
007_0512,11,0.6525191568069094
007_0512,12,0.2795084971874737
007_0512,13,0.5659615711335886
007_0514,1,1.0019512213675874
007_0514,2,0.25
007_0514,3,1.0643366478704002
007_0514,4,0.978279740156158
007_0514,5,0.9395810236483068
007_0514,6,0.7126096406869612
007_0514,7,0.8772293029761374
007_0514,8,1.2747548783981961
007_0514,9,0.5896238207535377
007_0514,10,0.08838834764831845
007_0514,11,0.7126096406869612
007_0514,12,1.8221724671391564
007_0514,13,2.599579292885678
007_0517,1,0.4192627457812106
007_0517,2,0.8220591523728691
007_0517,3,0.5590169943749475
007_0517,4,0.625
007_0517,5,0.9100137361600648
007_0517,6,0.7525996611745185
007_0517,7,0.3125
007_0517,8,0.8772293029761374
007_0517,9,1.202211503854459
007_0517,10,1.1127808634228036
007_0517,11,1.207075494739248
007_0517,12,1.4169730060943293
007_0517,13,3.813012260667411
007_0518,1,0.9457966219013473
007_0518,2,1.3877252069484074
007_0518,3,1.352081728298996
007_0518,4,2.2724573703372304
007_0518,5,1.7600159800410904
007_0518,6,1.3764197215965774
007_0518,7,2.8627456226496966
007_0518,8,3.5377429245212264
007_0518,9,2.92216743189024
007_0518,10,3.000650971039451
007_0518,11,3.947408168659532
007_0518,12,10.712324969398567
007_0518,13,14.616049611642675
007_0519,1,0.25
007_0519,2,0.676040864149498
007_0519,3,1.0643366478704002
007_0519,4,1.3184389443580617
007_0519,5,0.5625
007_0519,6,1.4142135623730951
007_0519,7,1.3707320124663318
007_0519,8,1.4142135623730951
007_0519,9,1.4577379737113252
007_0519,10,1.1858541225631423
007_0519,11,1.352081728298996
007_0519,12,1.5625
007_0519,13,1.1490485194281397
007_0556,1,0.0
007_0556,2,0.3125
007_0556,3,0.3125
007_0556,4,0.3125
007_0556,5,0.8705242673240075
007_0556,6,0.8705242673240075
007_0556,7,0.8705242673240075
007_0556,8,0.13975424859373686
007_0556,9,0.13975424859373686
007_0556,10,0.13975424859373686
007_0556,11,0.5762215285808054
007_0556,12,0.5762215285808054
007_0556,13,0.5762215285808054
007_0557,1,0.0
007_0557,2,1.5625
007_0557,3,1.5625
007_0557,4,1.5625
007_0557,5,1.034559084827928
007_0557,6,1.034559084827928
007_0557,7,1.034559084827928
007_0557,8,1.9008632907181937
007_0557,9,1.9008632907181937
007_0557,10,1.9008632907181937
007_0557,11,2.438301150391395
007_0557,12,2.438301150391395
007_0557,13,2.438301150391395
007_0558,1,0.6903350635742038
007_0558,2,0.5659615711335886
007_0558,3,0.45069390943299864
007_0558,4,0.4759858191164943
007_0558,5,0.8125
007_0558,6,0.75
007_0558,7,0.31868871959954903
007_0558,8,1.0077822185373186
007_0558,9,0.0625
007_0558,10,1.0077822185373186
007_0558,11,0.39528470752104744
007_0558,12,0.8772293029761374
007_0558,13,1.1792476415070754
007_0559,1,0.13975424859373686
007_0559,2,0.6434768838116876
007_0559,3,0.6187184335382291
007_0559,4,0.8125
007_0559,5,0.3125
007_0559,6,0.9013878188659973
007_0559,7,0.9013878188659973
007_0559,8,1.0402073110683274
007_0559,9,1.3375584099395434
007_0559,10,1.200585794518659
007_0559,11,1.118033988749895
007_0559,12,0.9882117688026185
007_0559,13,1.7001838135919305
007_0560,1,0.22534695471649932
007_0560,2,0.7525996611745185
007_0560,3,0.9519716382329886
007_0560,4,0.7126096406869612
007_0560,5,0.8125
007_0560,6,0.4759858191164943
007_0560,7,0.13975424859373686
007_0560,8,1.0643366478704002
007_0560,9,0.7525996611745185
007_0560,10,0.5340002340823456
007_0560,11,0.676040864149498
007_0560,12,1.1267347735824966
007_0560,13,0.8149003006503311
007_0561,1,0.5896238207535377
007_0561,2,0.5153882032022076
007_0561,3,0.2795084971874737
007_0561,4,0.31868871959954903
007_0561,5,0.8882919002219934
007_0561,6,0.7730823048033113
007_0561,7,0.5762215285808054
007_0561,8,0.125
007_0561,9,0.40019526483955303
007_0561,10,0.625
007_0561,11,0.8682777493406127
007_0561,12,0.8682777493406127
007_0561,13,1.0174262872562316
007_0562,1,0.2576941016011038
007_0562,2,1.3184389443580617
007_0562,3,0.4759858191164943
007_0562,4,0.5590169943749475
007_0562,5,0.8003905296791061
007_0562,6,1.0625
007_0562,7,0.8149003006503311
007_0562,8,1.8168052317185792
007_0562,9,0.5303300858899106
007_0562,10,0.6875
007_0562,11,1.6007810593582121
007_0562,12,1.4169730060943293
007_0562,13,0.9100137361600648
007_0563,1,0.125
007_0563,2,0.13975424859373686
007_0563,3,0.22534695471649932
007_0563,4,1.8168052317185792
007_0563,5,1.4577379737113252
007_0563,6,0.8500919067959652
007_0563,7,1.4142135623730951
007_0563,8,1.5625
007_0563,9,1.4908575552345704
007_0563,10,1.3764197215965774
007_0563,11,1.2405895775799505
007_0563,12,1.5474273003924934
007_0563,13,1.2823927830426995
007_0575,1,0.6281172263200556
007_0575,2,1.845602882529175
007_0575,3,4.194956048637459
007_0575,4,4.8064084824325946
007_0575,5,4.0
007_0575,6,3.140586131600278
007_0575,7,0.4881406047441659
007_0575,8,1.505199322349037
007_0575,9,1.4577379737113252
007_0575,10,1.118033988749895
007_0575,11,1.4142135623730951
007_0575,12,0.7905694150420949
007_0575,13,1.0250762166785454
007_0576,1,0.2795084971874737
007_0576,2,1.6357815410378
007_0576,3,1.1267347735824966
007_0576,4,0.875
007_0576,5,0.08838834764831845
007_0576,6,0.22534695471649932
007_0576,7,0.125
007_0576,8,0.75
007_0576,9,0.1875
007_0576,10,0.13975424859373686
007_0576,11,1.4388580541526672
007_0576,12,1.0789172813520043
007_0576,13,0.7551903733496608
007_0577,1,1.0915155747858112
007_0577,2,1.511673327805978
007_0577,3,0.9457966219013473
007_0577,4,1.3877252069484074
007_0577,5,0.8948638164547721
007_0577,6,1.0789172813520043
007_0577,7,0.7126096406869612
007_0577,8,1.0643366478704002
007_0577,9,0.7730823048033113
007_0577,10,1.7544586059522749
007_0577,11,0.9457966219013473
007_0577,12,1.194060823408925
007_0577,13,1.8791620472966135
007_0579,1,1.1858541225631423
007_0579,2,1.0915155747858112
007_0579,3,0.9375
007_0579,4,1.2374368670764582
007_0579,5,2.23606797749979
007_0579,6,1.0625
007_0579,7,1.1127808634228036
007_0579,8,1.4142135623730951
007_0579,9,1.6357815410378
007_0579,10,1.505199322349037
007_0579,11,1.6129359875704925
007_0579,12,2.352691278089839
007_0579,13,1.9375
007_0581,1,1.1267347735824966
007_0581,2,0.875
007_0581,3,0.8149003006503311
007_0581,4,0.2795084971874737
007_0581,5,0.13975424859373686
007_0581,6,0.19764235376052372
007_0581,7,0.7525996611745185
007_0581,8,0.39528470752104744
007_0581,9,0.125
007_0581,10,0.13975424859373686
007_0581,11,0.13975424859373686
007_0581,12,0.22534695471649932
007_0581,13,0.375
007_0582,1,0.8125
007_0582,2,1.2655285457072867
007_0582,3,3.020761493398643
007_0582,4,2.5502757203878956
007_0582,5,2.918154382482188
007_0582,6,2.1830311495716224
007_0582,7,2.2577989835235552
007_0582,8,2.2887291779500694
007_0582,9,2.414150989478496
007_0582,10,2.840829544340878
007_0582,11,2.4653853654145026
007_0582,12,2.696206826265374
007_0582,13,2.576941016011038
007_0583,1,2.0963137289060527
007_0583,2,2.3226130220077557
007_0583,3,1.7897276329095442
007_0583,4,2.0155644370746373
007_0583,5,1.352081728298996
007_0583,6,1.8253852333137792
007_0583,7,1.459077191241094
007_0583,8,1.8253852333137792
007_0583,9,1.6007810593582121
007_0583,10,1.3707320124663318
007_0583,11,0.9013878188659973
007_0583,12,1.459077191241094
007_0583,13,1.769975282313287
007_0585,1,2.000976324197765
007_0585,2,2.831877689802298
007_0585,3,3.023992600850736
007_0585,4,3.777503309065394
007_0585,5,3.199731434042551
007_0585,6,3.000650971039451
007_0585,7,2.5897936693875825
007_0585,8,2.3535212979703415
007_0585,9,0.5659615711335886
007_0585,10,3.359920013928903
007_0585,11,6.049922520165031
007_0585,12,6.26529378800388
007_0585,13,7.022564079451323
007_0586,1,1.189143599402528
007_0586,2,1.7511157157652375
007_0586,3,1.5823736126465204
007_0586,4,1.6641908694617935
007_0586,5,2.1551174561958333
007_0586,6,1.9008632907181937
007_0586,7,0.6281172263200556
007_0586,8,0.4419417382415922
007_0586,9,0.5625
007_0586,10,0.39528470752104744
007_0586,11,0.7525996611745185
007_0586,12,1.2405895775799505
007_0586,13,0.125
007_0588,1,0.22534695471649932
007_0588,2,0.0
007_0588,3,1.1490485194281397
007_0588,4,0.8772293029761374
007_0588,5,1.505199322349037
007_0588,6,2.1505813167606567
007_0588,7,1.956559480312316
007_0588,8,2.0472924192699
007_0588,9,1.5026019100214134
007_0588,10,1.7059180079945226
007_0588,11,2.195521008781287
007_0588,12,1.4100642715848097
007_0588,13,1.7776828316659865
007_0589,1,0.08838834764831845
007_0589,2,0.13975424859373686
007_0589,3,0.08838834764831845
007_0589,4,0.125
007_0589,5,0.19764235376052372
007_0589,6,0.0
007_0589,7,0.13975424859373686
007_0589,8,0.125
007_0589,9,0.1767766952966369
007_0589,10,0.125
007_0589,11,0.0625
007_0589,12,0.0625
007_0589,13,0.0625
007_0591,1,0.5929270612815711
007_0591,2,1.0915155747858112
007_0591,3,1.0915155747858112
007_0591,4,1.288470508005519
007_0591,5,1.1267347735824966
007_0591,6,1.9253652250936704
007_0591,7,1.505199322349037
007_0591,8,1.3764197215965774
007_0591,9,1.1267347735824966
007_0591,10,2.1360009363293826
007_0591,11,1.288470508005519
007_0591,12,2.3758222260935264
007_0591,13,3.1622776601683795
007_0594,1,0.9519716382329886
007_0594,2,0.8003905296791061
007_0594,3,1.5026019100214134
007_0594,4,1.625
007_0594,5,1.1405179744309162
007_0594,6,0.6875
007_0594,7,2.9275096071575923
007_0594,8,2.0472924192699
007_0594,9,1.6129359875704925
007_0594,10,2.7048856260478003
007_0594,11,1.0402073110683274
007_0594,12,1.6641908694617935
007_0594,13,1.1792476415070754
007_0595,1,0.13975424859373686
007_0595,2,0.676040864149498
007_0595,3,0.8220591523728691
007_0595,4,1.3375584099395434
007_0595,5,1.288470508005519
007_0595,6,1.4169730060943293
007_0595,7,1.2405895775799505
007_0595,8,1.8253852333137792
007_0595,9,2.3460405473904324
007_0595,10,2.063446752402397
007_0595,11,1.602000702247037
007_0595,12,1.341931909598993
007_0595,13,1.1675963557668378
007_0596,1,0.5376453291901642
007_0596,2,0.7126096406869612
007_0596,3,0.7730823048033113
007_0596,4,1.194060823408925
007_0596,5,0.1875
007_0596,6,1.2823927830426995
007_0596,7,1.352081728298996
007_0596,8,0.8408515029421069
007_0596,9,1.1792476415070754
007_0596,10,1.1625672023586422
007_0596,11,0.75
007_0596,12,0.8125
007_0596,13,0.1767766952966369
007_0598,1,0.6643841132959156
007_0598,2,0.4759858191164943
007_0598,3,0.40019526483955303
007_0598,4,0.5038911092686593
007_0598,5,0.4375
007_0598,6,1.200585794518659
007_0598,7,0.6987712429686843
007_0598,8,0.19764235376052372
007_0598,9,0.3801726581436387
007_0598,10,0.5762215285808054
007_0598,11,0.0625
007_0598,12,0.2651650429449553
007_0598,13,1.125
007_0611,1,0.8500919067959652
007_0611,2,0.8338540040078959
007_0611,3,0.3365728004459065
007_0611,4,1.200585794518659
007_0611,5,0.9100137361600648
007_0611,6,1.0
007_0611,7,0.7126096406869612
007_0611,8,1.288470508005519
007_0611,9,0.7730823048033113
007_0611,10,1.0019512213675874
007_0611,11,0.5762215285808054
007_0611,12,0.5153882032022076
007_0611,13,1.0077822185373186
007_0612,1,0.1767766952966369
007_0612,2,0.0625
007_0612,3,0.9540210951546092
007_0612,4,0.9457966219013473
007_0612,5,0.9013878188659973
007_0612,6,1.3764197215965774
007_0612,7,0.22534695471649932
007_0612,8,0.125
007_0612,9,0.875
007_0612,10,0.2576941016011038
007_0612,11,0.13975424859373686
007_0612,12,0.2795084971874737
007_0612,13,0.22534695471649932
007_0613,1,0.8948638164547721
007_0613,2,0.31868871959954903
007_0613,3,0.1875
007_0613,4,0.39528470752104744
007_0613,5,0.4192627457812106
007_0613,6,0.3801726581436387
007_0613,7,0.13975424859373686
007_0613,8,0.6903350635742038
007_0613,9,0.4192627457812106
007_0613,10,0.1767766952966369
007_0613,11,0.6187184335382291
007_0613,12,0.6987712429686843
007_0613,13,0.13975424859373686
007_0614,1,0.9560661587986472
007_0614,2,2.000976324197765
007_0614,3,1.8253852333137792
007_0614,4,1.5811388300841898
007_0614,5,2.0406034646643136
007_0614,6,2.2647088664991797
007_0614,7,2.012655273513077
007_0614,8,1.4252192813739224
007_0614,9,2.3259742582410494
007_0614,10,1.3764197215965774
007_0614,11,2.012655273513077
007_0614,12,2.6078307556281333
007_0614,13,1.5934435979977453
007_0616,1,0.7603453162872774
007_0616,2,1.034559084827928
007_0616,3,0.125
007_0616,4,1.1075028216668343
007_0616,5,1.4388580541526672
007_0616,6,1.4388580541526672
007_0616,7,0.9013878188659973
007_0616,8,1.2639842760097928
007_0616,9,2.0953818267800264
007_0616,10,1.5206906325745548
007_0616,11,1.9575574704207281
007_0616,12,1.2639842760097928
007_0616,13,1.0915155747858112
007_0618,1,0.7126096406869612
007_0618,2,1.1127808634228036
007_0618,3,0.9291292967074066
007_0618,4,0.8338540040078959
007_0618,5,0.6987712429686843
007_0618,6,0.3535533905932738
007_0618,7,0.45069390943299864
007_0618,8,0.125
007_0618,9,1.0915155747858112
007_0618,10,1.189143599402528
007_0618,11,0.8338540040078959
007_0618,12,1.0915155747858112
007_0618,13,1.1267347735824966
007_0621,1,0.08838834764831845
007_0621,2,1.034559084827928
007_0621,3,0.19764235376052372
007_0621,4,0.4419417382415922
007_0621,5,0.3365728004459065
007_0621,6,0.25
007_0621,7,0.625
007_0621,8,0.13975424859373686
007_0621,9,1.459077191241094
007_0621,10,0.19764235376052372
007_0621,11,0.39528470752104744
007_0621,12,0.125
007_0621,13,0.4881406047441659
007_0622,1,0.8772293029761374
007_0622,2,0.31868871959954903
007_0622,3,0.7315437444199766
007_0622,4,0.0625
007_0622,5,0.22534695471649932
007_0622,6,0.45069390943299864
007_0622,7,0.4419417382415922
007_0622,8,0.9882117688026185
007_0622,9,0.5038911092686593
007_0622,10,0.0625
007_0622,11,1.0789172813520043
007_0622,12,1.0019512213675874
007_0622,13,0.6875
007_0601,1,0.5659615711335886
007_0601,2,0.0625
007_0601,3,0.5659615711335886
007_0601,4,0.6373774391990981
007_0601,5,0.9560661587986472
007_0601,6,1.3184389443580617
007_0601,7,1.0698276730389806
007_0601,8,0.9702609185162515
007_0601,9,1.0019512213675874
007_0601,10,0.9457966219013473
007_0601,11,0.9395810236483068
007_0601,12,0.31868871959954903
007_0601,13,0.2795084971874737
007_0602,1,0.8149003006503311
007_0602,2,0.9457966219013473
007_0602,3,1.194060823408925
007_0602,4,1.1267347735824966
007_0602,5,1.6875
007_0602,6,2.0087698349985246
007_0602,7,1.6547752868592158
007_0602,8,1.3287682265918312
007_0602,9,1.6225943732183963
007_0602,10,2.0615528128088303
007_0602,11,2.4375
007_0602,12,2.0558605254248157
007_0602,13,2.0775962673243327
007_0603,1,0.8220591523728691
007_0603,2,1.1490485194281397
007_0603,3,1.25
007_0603,4,1.5637495003996005
007_0603,5,1.2655285457072867
007_0603,6,0.08838834764831845
007_0603,7,0.3801726581436387
007_0603,8,1.189143599402528
007_0603,9,1.1267347735824966
007_0603,10,1.0643366478704002
007_0603,11,1.25
007_0603,12,0.978279740156158
007_0603,13,0.4192627457812106
007_0605,1,0.7525996611745185
007_0605,2,0.1767766952966369
007_0605,3,0.19764235376052372
007_0605,4,0.3801726581436387
007_0605,5,0.3801726581436387
007_0605,6,0.4419417382415922
007_0605,7,1.1524430571616109
007_0605,8,1.9253652250936704
007_0605,9,1.0019512213675874
007_0605,10,1.3005407529178008
007_0605,11,1.352081728298996
007_0605,12,0.7315437444199766
007_0605,13,0.5038911092686593
007_0606,1,1.3764197215965774
007_0606,2,1.0174262872562316
007_0606,3,0.5929270612815711
007_0606,4,1.1075028216668343
007_0606,5,2.174065891365761
007_0606,6,2.1360009363293826
007_0606,7,1.938507802408853
007_0606,8,1.9080421903092184
007_0606,9,2.209708691207961
007_0606,10,2.1009670392464512
007_0606,11,2.0242668425877057
007_0606,12,1.125
007_0606,13,1.3050383136138188
007_0608,1,0.13975424859373686
007_0608,2,1.2453036778232047
007_0608,3,1.383496476323666
007_0608,4,2.209708691207961
007_0608,5,1.9625398085134478
007_0608,6,1.5436361294035585
007_0608,7,1.2374368670764582
007_0608,8,1.7161912772182477
007_0608,9,1.776583800443987
007_0608,10,1.6357815410378
007_0608,11,1.976423537605237
007_0608,12,2.0155644370746373
007_0608,13,1.7286645857424163
007_0609,1,0.2576941016011038
007_0609,2,0.45069390943299864
007_0609,3,0.0625
007_0609,4,0.8705242673240075
007_0609,5,1.453712918701626
007_0609,6,0.7525996611745185
007_0609,7,1.0643366478704002
007_0609,8,0.3365728004459065
007_0609,9,0.22534695471649932
007_0609,10,12.074799428976036
007_0609,11,12.599138115363289
007_0609,12,12.685652574857945
007_0609,13,11.847006478431588
007_0610,1,1.0680004681646913
007_0610,2,0.13975424859373686
007_0610,3,1.764449276686638
007_0610,4,1.174268389253496
007_0610,5,0.8500919067959652
007_0610,6,1.625
007_0610,7,1.2823927830426995
007_0610,8,1.194060823408925
007_0610,9,1.1675963557668378
007_0610,10,0.8149003006503311
007_0610,11,0.7730823048033113
007_0610,12,0.9560661587986472
007_0610,13,1.590990257669732
007_0623,1,0.5590169943749475
007_0623,2,0.875
007_0623,3,1.0402073110683274
007_0623,4,0.6903350635742038
007_0623,5,0.4419417382415922
007_0623,6,0.08838834764831845
007_0623,7,0.625
007_0623,8,1.2515615246562992
007_0623,9,0.6875
007_0623,10,0.4419417382415922
007_0623,11,0.8125
007_0623,12,0.19764235376052372
007_0623,13,0.19764235376052372
007_0624,1,2.6287176056016364
007_0624,2,2.8620632854638277
007_0624,3,1.938507802408853
007_0624,4,1.5637495003996005
007_0624,5,2.1551174561958333
007_0624,6,1.8760413774754543
007_0624,7,2.0155644370746373
007_0624,8,2.003902442735175
007_0624,9,2.122240855793706
007_0624,10,3.241575619972485
007_0624,11,3.38020432074749
007_0624,12,3.2596012026013246
007_0624,13,3.5189220650648116
007_0628,1,1.940521837032503
007_0628,2,3.1881126862142124
007_0628,3,3.0726871383204637
007_0628,4,3.313089570174643
007_0628,5,3.5183669862593923
007_0628,6,3.003253444183491
007_0628,7,0.9762812094883317
007_0628,8,1.9415280708761333
007_0628,9,2.2655711200489823
007_0628,10,2.0710051907226115
007_0628,11,3.2894243417351916
007_0628,12,1.9253652250936704
007_0628,13,1.213530489934225
007_0630,1,0.673145600891813
007_0630,2,0.3365728004459065
007_0630,3,0.5590169943749475
007_0630,4,0.0625
007_0630,5,0.875
007_0630,6,0.9375
007_0630,7,0.9291292967074066
007_0630,8,0.31868871959954903
007_0630,9,1.231107225224513
007_0630,10,1.3877252069484074
007_0630,11,0.676040864149498
007_0630,12,0.6987712429686843
007_0630,13,0.7126096406869612
007_0631,1,0.9540210951546092
007_0631,2,0.8948638164547721
007_0631,3,0.5340002340823456
007_0631,4,0.673145600891813
007_0631,5,0.5
007_0631,6,0.3644344934278313
007_0631,7,0.25
007_0631,8,0.4192627457812106
007_0631,9,0.8882919002219934
007_0631,10,0.3125
007_0631,11,0.5038911092686593
007_0631,12,0.13975424859373686
007_0631,13,0.8948638164547721
007_0632,1,0.13975424859373686
007_0632,2,0.3801726581436387
007_0632,3,0.9375
007_0632,4,0.7905694150420949
007_0632,5,0.8385254915624212
007_0632,6,0.9395810236483068
007_0632,7,0.22534695471649932
007_0632,8,0.4759858191164943
007_0632,9,0.75
007_0632,10,0.7603453162872774
007_0632,11,0.5038911092686593
007_0632,12,0.2576941016011038
007_0632,13,0.08838834764831845
007_0633,1,1.213530489934225
007_0633,2,1.1524430571616109
007_0633,3,0.6434768838116876
007_0633,4,1.3707320124663318
007_0633,5,0.9457966219013473
007_0633,6,0.6903350635742038
007_0633,7,1.1625672023586422
007_0633,8,0.0625
007_0633,9,0.5153882032022076
007_0633,10,0.6525191568069094
007_0633,11,0.0625
007_0633,12,0.125
007_0633,13,1.0174262872562316
007_0634,1,1.511673327805978
007_0634,2,1.459077191241094
007_0634,3,0.08838834764831845
007_0634,4,1.288470508005519
007_0634,5,0.6373774391990981
007_0634,6,1.0097184013377194
007_0634,7,0.8003905296791061
007_0634,8,1.0752906583803283
007_0634,9,0.6875
007_0634,10,0.8500919067959652
007_0634,11,1.938507802408853
007_0634,12,0.8948638164547721
007_0634,13,0.4192627457812106
007_0635,1,1.375
007_0635,2,1.0643366478704002
007_0635,3,0.7730823048033113
007_0635,4,0.2576941016011038
007_0635,5,0.7126096406869612
007_0635,6,0.8838834764831844
007_0635,7,0.7288689868556626
007_0635,8,0.5
007_0635,9,1.0643366478704002
007_0635,10,0.625
007_0635,11,0.3125
007_0635,12,0.9882117688026185
007_0635,13,0.3801726581436387
007_0636,1,1.3125
007_0636,2,2.0
007_0636,3,2.2088246308840365
007_0636,4,3.0650499588098072
007_0636,5,2.4117226726968424
007_0636,6,2.2088246308840365
007_0636,7,2.1523969197153203
007_0636,8,2.209708691207961
007_0636,9,2.1551174561958333
007_0636,10,1.8392423711952701
007_0636,11,0.9702609185162515
007_0636,12,1.1267347735824966
007_0636,13,0.7525996611745185
007_0637,1,0.8408515029421069
007_0637,2,0.4419417382415922
007_0637,3,1.0019512213675874
007_0637,4,0.9395810236483068
007_0637,5,1.2639842760097928
007_0637,6,1.625
007_0637,7,1.2655285457072867
007_0637,8,1.2326926827072513
007_0637,9,1.2374368670764582
007_0637,10,0.676040864149498
007_0637,11,1.9294186300541414
007_0637,12,1.6978847134007655
007_0637,13,1.2577882373436318
007_0639,1,0.75
007_0639,2,1.5436361294035585
007_0639,3,1.0915155747858112
007_0639,4,4.588113038058238
007_0639,5,5.162969107015845
007_0639,6,5.003124024047375
007_0639,7,4.339138739427446
007_0639,8,4.517327749898163
007_0639,9,5.201036555341637
007_0639,10,4.370086526603335
007_0639,11,4.911720676097125
007_0639,12,4.529417732998359
007_0639,13,4.792979892509461
007_0640,1,1.1405179744309162
007_0640,2,0.8882919002219934
007_0640,3,1.0625
007_0640,4,1.2279301690242812
007_0640,5,0.8125
007_0640,6,1.1127808634228036
007_0640,7,0.9375
007_0640,8,0.8772293029761374
007_0640,9,0.9100137361600648
007_0640,10,1.202211503854459
007_0640,11,1.0680004681646913
007_0640,12,3.075228650035636
007_0640,13,3.657718722099883
007_0641,1,2.2088246308840365
007_0641,2,1.3707320124663318
007_0641,3,2.2577989835235552
007_0641,4,2.0472924192699
007_0641,5,2.4310812923470904
007_0641,6,1.6978847134007655
007_0641,7,1.3721561500062593
007_0641,8,1.9304306514350627
007_0641,9,1.0307764064044151
007_0641,10,2.1830311495716224
007_0641,11,2.219410113070588
007_0641,12,2.201739369226067
007_0641,13,2.275034340400162
007_0642,1,1.0789172813520043
007_0642,2,1.688657010763287
007_0642,3,0.9560661587986472
007_0642,4,0.4419417382415922
007_0642,5,0.2576941016011038
007_0642,6,1.0915155747858112
007_0642,7,0.13975424859373686
007_0642,8,0.8948638164547721
007_0642,9,1.1473474844178637
007_0642,10,1.3258252147247767
007_0642,11,0.9882117688026185
007_0642,12,0.7603453162872774
007_0642,13,0.5340002340823456
007_0643,1,0.39528470752104744
007_0643,2,1.3258252147247767
007_0643,3,0.9702609185162515
007_0643,4,1.2823927830426995
007_0643,5,1.0606601717798212
007_0643,6,0.6434768838116876
007_0643,7,1.1625672023586422
007_0643,8,1.341931909598993
007_0643,9,1.6500473478055107
007_0643,10,0.45069390943299864
007_0643,11,1.0643366478704002
007_0643,12,1.3258252147247767
007_0643,13,0.3125
007_0644,1,3.181980515339464
007_0644,2,2.9000269395300453
007_0644,3,3.2703688629877825
007_0644,4,1.961544353309402
007_0644,5,2.98760460067928
007_0644,6,4.226497515674178
007_0644,7,6.540737725975565
007_0644,8,6.266540612650651
007_0644,9,6.899388559865287
007_0644,10,6.415618150264244
007_0644,11,6.5850802007264875
007_0644,12,8.623414709382821
007_0644,13,7.6265367303908
007_0645,1,0.4375
007_0645,2,1.7241392780167153
007_0645,3,1.2326926827072513
007_0645,4,1.875
007_0645,5,3.6539789955608666
007_0645,6,6.6910037550430355
007_0645,7,6.178655294641383
007_0645,8,7.398532371355822
007_0645,9,6.639430039544057
007_0645,10,6.11670356482967
007_0645,11,6.582706984972064
007_0645,12,7.028124305246742
007_0645,13,7.80949942377871
007_0646,1,1.4816586988912122
007_0646,2,4.472572665703711
007_0646,3,4.225110945288892
007_0646,4,1.1319231422671772
007_0646,5,2.7676987281855663
007_0646,6,2.378287198805056
007_0646,7,3.0650499588098072
007_0646,8,4.4655801694740624
007_0646,9,7.6265367303908
007_0646,10,11.538827117606019
007_0646,11,11.902107218891956
007_0646,12,12.684420808614007
007_0646,13,13.975424859373685
007_0647,1,0.6281172263200556
007_0647,2,0.4881406047441659
007_0647,3,0.3125
007_0647,4,0.8149003006503311
007_0647,5,0.08838834764831845
007_0647,6,1.288470508005519
007_0647,7,0.7551903733496608
007_0647,8,0.25
007_0647,9,0.39528470752104744
007_0647,10,1.0174262872562316
007_0647,11,0.5896238207535377
